Asset Type,Inspection Date,Depth,Cons Location Score,Flood Design Score,INV DATE,PACP Shape,PACP Height,PACP Mater,CONST DATE,Length,Encoded Hydro Group,Precipitation,Risk
pipe,43732.67,1.75,0,2,43300,C,18,RCP,0,42.14808101,1,3.79,18.3456
pipe,44249.71,4,0,2,43306,C,24,RCP,0,113.0821869,1,3.788,5.3792
structure,43110.67,6,8,2,43334,C,15,RCP,0,18.9380876,1,3.798,7.7044
structure,43110.67,6.3,8,2,43334,C,15,RCP,0,59.83643511,4,3.798,12.9256
pipe,44228.71,4,0,2,43349,C,15,RCP,0,139.078587,2,3.774,11.0828
structure,43950.67,2.5,0,2,43353,C,15,RCP,0,21.9068403,4,3.782,1.088
pipe,44274.67,2.5,0,2,43367,C,15,RCP,0,114.7353269,1,3.782,8.0674
pipe,44067.67,3,0,2,43368,C,18,RCP,0,45.61708908,1,3.779,2.884
structure,43600.67,6.9,8,0,43370,C,24,RCP,0,63.10724993,4,3.78,6.2216
structure,43600.67,7.4,8,0,43370,C,24,CMP,0,284.7775118,4,3.78,6.1248
structure,43193.67,8,8,2,43375,C,15,RCP,0,128.6253043,1,3.783,6.3104
structure,43908.67,10,8,2,43375,C,24,RCP,0,57.07534082,1,3.784,13.8
structure,43908.67,10,8,2,43375,C,18,RCP,0,65.00272,1,3.785,32.8512
structure,44285.67,2.5,0,2,43376,C,15,RCP,0,41.56476223,1,3.785,12.824
structure,44285.67,3,0,2,43377,C,15,RCP,0,22.79421126,4,3.782,12.824
pipe,43972.67,4,0,2,43377,C,15,RCP,0,126.3965527,2,3.782,3.036
structure,44126.67,3.5,6,2,43388,C,15,RCP,0,269.1965174,1,3.78,25.3328
pipe,44350.67,6.5,0,2,44242,C,18,RCP,0,208.1097792,1,3.785,6.1664
pipe,44393.67,6.5,0,2,44242,C,18,RCP,0,208.1097792,1,3.785,12.584
pipe,43893.67,6,6,0,43440,C,15,RCP,0,134.5717857,4,3.786,4.8832
structure,43983.71,10,8,2,43496,C,18,RCP,0,68.25288437,2,3.83,26.25
structure,44397.67,8.6,0,2,43502,C,18,RCP,43423,276.4527874,1,3.732,31.0128
structure,44397.67,6,0,2,43502,C,18,RCP,43423,124.7478299,1,3.732,28.7408
structure,44511.71,4,0,2,43503,R,84,RCP,43423,29.64141085,1,3.725,19.0256
structure,44511.71,4,0,2,43503,R,84,RCP,43423,5.744761651,1,3.725,14.168
structure,43881.71,3,0,2,43530,C,30,RCP,0,197.9744543,2,3.794,1.472
pipe,44105.67,6,6,2,43524,C,15,RCP,0,20.53182032,4,3.752,0
structure,44163.67,10,8,2,43529,C,12,PE,0,103.0184553,4,3.755,11.2776
structure,43432.67,10,8,2,43529,C,18,PE,0,117.3802432,2,3.752,8.1696
structure,43829.67,5,0,2,43528,C,24,RCP,0,14.55358462,3,3.751,1.088
pipe,44054.67,3,8,2,43546,C,15,RCP,0,222.6477262,1,3.763,25.278
structure,42843.67,9,10,2,43570,C,30,RCP,0,31.3424181,1,3.811,8.832
structure,44242.71,5,0,2,43563,C,18,PE,0,143.8813817,3,3.717,10.395
pipe,43971.67,3.55,6,8,43586,C,18,RCP,0,37.2916131,1,3.795,33.8
pipe,43971.67,3.5,8,0,43586,C,18,RCP,0,12.76596837,2,3.795,2.3856
pipe,43971.67,4.25,8,0,43586,C,15,RCP,0,26.34128218,1,3.797,21.948
pipe,43971.67,4.4,8,0,43586,C,15,RCP,0,245.1951276,1,3.795,30.444
pipe,43801.67,5.8,6,3,43587,C,48,RCP,0,147.0498598,2,3.795,27.3408
pipe,42843.67,5.5,10,0,43598,C,48,CMP,0,16.26177937,2,3.799,16.704
pipe,43676.67,4,8,8,43635,C,24,RCP,0,175.2184613,2,3.72,6.5408
pipe,43914.67,5.8,8,0,43634,C,15,RCP,0,45.58130271,1,3.719,7.704
pipe,44111.67,8,8,2,43637,C,18,RCP,0,211.8729714,1,3.72,13.688
pipe,44236.67,2.5,6,2,43640,C,15,RCP,0,119.5390139,2,3.719,7.9376
pipe,44236.67,2.5,6,0,43640,C,15,RCP,0,119.5390139,2,3.719,8.7984
structure,43836.71,0,8,0,43670,C,36,RCP,43109,145.7469549,2,3.855,4.5408
structure,43836.71,0,8,0,43675,C,24,RCP,43637,88.61467353,4,3.761,4.5408
structure,43836.71,0,8,0,43675,C,24,RCP,43637,12.89094348,4,3.761,5.1688
pipe,43817.67,20,0,2,44193,Z,24,RCP,0,119.1083008,1,3.774,2.72
structure,43970.67,6,0,2,0,C,36,RCP,43634,61.60684064,1,3.794,3.68
structure,43453.67,7.2,8,2,43714,C,15,RCP,0,103.3126545,2,3.718,30.104
structure,43453.67,10.3,8,2,43717,C,15,RCP,0,152.2510936,2,3.721,24.9312
structure,44468.67,5,0,2,43719,C,18,RCP,43374,20.14583976,1,3.82,10.976
structure,43805.71,3,0,2,43739,C,15,RCP,0,47.85989244,1,3.718,7.56
pipe,44358.67,5,0,3,43199,C,48,RCP,43724,57.28988886,1,3.793,4.212
pipe,43761.67,5.5,10,0,43767,C,18,RCP,0,203.3821985,1,3.779,29.2968
pipe,43804.71,4.5,0,2,43782,C,30,RCP,29850,37.01463428,1,3.711,29.5
pipe,43790.71,0,0,2,43791,C,15,RCP,0,104.7024766,1,3.772,11.648
pipe,43776.67,3,8,0,43791,C,15,RCP,0,93.79942847,4,3.743,21.948
pipe,43776.67,3,8,0,43791,C,18,RCP,0,71.29327754,4,3.743,2.3856
pipe,43776.67,4,8,0,43791,C,18,RCP,0,138.6055413,4,3.743,27.612
pipe,43776.67,3,8,0,43791,C,15,RCP,0,161.586952,1,3.743,24.78
pipe,43801.71,2.5,0,2,43802,C,15,RCP,0,25.78274726,2,3.784,2.884
pipe,43776.67,3,8,0,43791,C,15,RCP,0,219.4750222,1,3.742,27.612
structure,44322.67,5.9,0,0,43838,C,18,RCP,0,34.3393877,1,3.78,1.848
pipe,43851.71,1.5,0,2,43851,C,15,RCP,0,25.2205363,1,3.791,1.088
pipe,43846.71,5.5,0,2,43851,C,24,RCP,0,53.59470243,2,3.759,1.904
structure,43896.67,6,0,2,43844,C,15,RCP,0,103.9192146,2,3.72,4.232
structure,44105.67,9.5,6,2,43839,C,15,PE,0,63.60158076,2,3.722,22.56
structure,43186.67,7.7,6,2,43853,C,24,RCP,0,27.11199139,1,3.726,5.0048
pipe,43791.67,7.5,10,3,43853,C,18,RCP,0,27.45256895,1,3.726,4.212
pipe,43846.71,6,0,2,43864,C,36,RCP,0,111.3779764,2,3.907,10.088
pipe,43888.71,3,0,2,43882,C,15,RCP,0,62.34711652,2,3.78,14.0768
pipe,43888.71,3,0,2,43882,C,15,RCP,0,62.34711652,2,3.78,18.9104
pipe,43878.71,4.5,0,2,43882,C,24,RCP,0,175.1090478,4,3.744,6.968
pipe,43700.71,4,0,0,43896,C,24,RCP,0,97.97484441,2,3.764,15.5376
pipe,44021.67,4,0,2,43896,C,24,RCP,0,97.97484441,2,3.764,17.264
pipe,43672.71,15,6,0,43896,C,24,RCP,0,24.156157,1,3.848,21.948
pipe,43672.71,15,6,0,43896,C,24,RCP,0,42.29979145,1,3.848,19.3104
pipe,43696.71,0,0,0,43896,C,24,RCP,0,250.3713378,1,3.761,3.744
structure,44333.67,3.3,0,2,43908,C,15,RCP,0,151.1401501,4,3.734,13.5752
structure,44141.71,5,0,2,43908,C,24,RCP,0,79.52445884,4,3.734,14.336
structure,44141.71,3,0,2,43908,C,24,RCP,0,29.52953692,4,3.734,12.9344
structure,43868.71,2.2,0,2,43915,C,18,RCP,0,131.0421299,1,3.736,1.088
structure,44201.71,5.5,0,2,43917,C,24,RCP,0,76.69905876,2,3.734,26.0144
pipe,44141.71,0.5,0,2,43917,C,15,RCP,0,89.22568399,2,3.735,0
pipe,43872.67,5.8,4,0,43929,Z,18,RCP,0,125.6947815,4,3.763,3.4048
structure,44201.71,4.8,0,2,43928,C,15,RCP,0,50.8885255,1,3.728,14.168
structure,43868.71,4.4,0,2,43928,C,15,RCP,0,31.26319461,2,3.73,3.2
structure,43868.71,4.8,6,2,43929,C,15,RCP,0,24.03850808,2,3.732,5.6672
structure,43868.71,4.8,6,2,43929,C,15,RCP,0,107.303238,2,3.732,4.5632
structure,43868.71,4,0,2,43929,C,15,PE,0,114.3331793,2,3.732,3.68
pipe,43929.67,5,0,2,44084,C,18,RCP,0,169.6240668,1,3.757,6.968
structure,43893.67,6,6,2,43908,C,24,RCP,0,53.39024903,1,3.713,7.8232
structure,43852.67,6.1,10,2,43908,C,15,RCP,0,22.53756404,1,3.713,12.464
structure,43852.67,13.6,10,2,43908,C,18,RCP,0,31.07079709,1,3.713,42.008
structure,43943.67,6,6,2,43908,C,24,RCP,0,27.84823198,1,3.713,13.6112
structure,43943.67,4.5,8,2,43908,C,24,RCP,0,69.60918403,1,3.713,17.0344
structure,43174.67,6,8,2,43909,C,24,RCP,0,330.472548,1,3.713,21.56
structure,43174.67,6,8,2,43908,C,24,RCP,0,90.32566942,1,3.713,13.664
structure,43943.67,7,8,2,43908,C,36,RCP,0,62.05366836,1,3.714,8.7516
structure,43943.67,6,8,0,43908,C,36,RCP,0,105.873542,1,3.714,10.738
structure,43173.67,6.5,8,2,43909,C,48,RCP,0,84.54418838,2,3.715,7.4336
structure,43892.67,10,8,2,43909,C,12,PE,0,38.06136335,4,3.714,17.4
connectivity,44330.71,2.3,0,2,43909,C,15,RCP,0,106.3868977,1,3.714,12.5768
pipe,44330.71,2,6,2,43909,C,15,RCP,0,125.2754224,1,3.714,37.6464
structure,42880.67,7.83,8,2,43909,C,15,RCP,0,7.098933683,1,3.715,19.352
structure,42880.67,6.67,8,2,43909,C,15,RCP,0,100.0669303,1,3.715,23.876
structure,43118.67,7.67,8,2,43915,C,36,CMP,0,79.49114744,2,3.777,14.9648
structure,43110.67,11,8,2,43915,O,36,CMP,0,97.6983657,2,3.777,8.1696
structure,43110.67,11,8,2,43915,O,52,CMP,0,41.98895583,2,3.777,31.8
structure,43110.67,7.5,8,2,43915,O,52,CMP,0,77.30226656,2,3.777,13.0544
pipe,44181.71,8.5,0,2,43920,C,24,RCP,0,87.26956256,1,3.788,20.8608
pipe,43958.67,6.3,0,0,43927,C,30,CMP,0,33.00871589,2,3.806,16.14
structure,44484.67,5,0,2,43935,C,15,RCP,0,61.50148748,1,3.803,11.0192
structure,43908.67,8,8,2,43936,C,18,PE,0,105.1868907,1,3.803,24.596
structure,43440.67,4,6,2,43941,Z,24,RCP,0,51.73465417,1,3.759,11.408
pipe,43936.67,6,0,2,43941,Z,18,RCP,0,123.1672931,1,3.759,6.968
structure,44211.71,6,0,2,43941,Z,18,RCP,0,123.1672931,1,3.759,26.0144
structure,43440.67,6,6,2,43941,Z,18,RCP,0,123.1672931,1,3.759,27.0936
pipe,43937.67,8,6,2,43941,C,18,RCP,0,91.75293816,2,3.689,12.584
pipe,43936.67,6,0,2,43941,Z,15,RCP,0,164.3468049,1,3.767,9.776
pipe,43938.67,3,0,2,43941,C,15,RCP,0,107.8388418,1,3.782,11.7872
pipe,43938.67,3.5,0,2,43941,C,15,RCP,0,360.5145536,1,3.783,14.456
structure,43006.67,6.5,0,2,43945,C,30,RCP,43922,38.92191625,1,3.801,4.232
structure,43006.67,8,8,2,43945,C,15,RCP,43922,34.61828257,1,3.801,5.0864
structure,44420.67,10,0,2,43943,C,15,RCP,0,69.9745514,1,3.737,18.4992
structure,44272.67,5,0,2,43951,C,12,CMP,0,30.23615819,4,3.745,7.2944
pipe,43977.67,3,0,2,43957,C,12,RCP,0,109.0328847,1,3.771,3.864
structure,44103.67,13,10,2,43950,C,18,RCP,0,46.27238521,4,3.727,20.8304
structure,43945.67,3,6,2,43958,C,18,RCP,0,254.9107763,1,3.745,3.3728
structure,44399.71,5,0,2,43966,C,12,RCP,0,52.18476348,4,3.741,12.584
pipe,43893.67,17,8,0,43977,C,108,CMP,0,93.03297337,4,3.9,39.216
structure,44326.67,4,6,2,43979,Z,18,RCP,43739,93.28150365,2,3.71,14.7392
pipe,43985.67,5,0,2,43991,C,24,RCP,0,65.00455893,2,3.7,14.0768
pipe,43006.67,20,8,2,43997,C,60,RCP,0,75.04916156,2,3.778,37.76
pipe,44022.71,4,0,2,44125,C,15,RCP,0,208.0011058,2,3.692,18.5024
pipe,44172.67,4,6,0,44008,C,24,RCP,0,85.10945266,1,3.737,5.5552
pipe,43046.67,12,6,2,44263,C,36,CMP,0,82.72248754,3,3.714,0
pipe,43838.67,20,8,2,44025,C,66,RCP,0,108.6861557,2,3.77,10.1764
pipe,44014.67,1.3,0,2,44323,C,15,RCP,0,39.83339216,4,3.871,3.193
pipe,44027.67,4,0,0,44124,C,15,RCP,0,121.2797104,2,3.756,14.1494
pipe,43949.67,2.4,0,2,44033,C,15,RCP,0,67.94514173,2,3.742,6.968
pipe,43949.67,1.5,0,2,44033,C,15,RCP,0,135.5858499,1,3.742,6.968
pipe,44123.67,5.5,0,2,42249,C,24,RCP,0,131.2841366,1,3.771,10.3472
pipe,44027.67,1.5,0,3,44050,C,12,RCP,0,25.76361059,1,3.776,4.228
pipe,44200.67,13,6,2,44049,C,42,RCP,0,95.35325237,4,3.737,9.3132
structure,43852.67,11.4,10,2,44050,C,24,RCP,0,35.74370264,4,3.742,31.584
structure,43852.67,6.9,10,2,44049,C,12,RCP,0,6.829373375,4,3.742,14.2352
pipe,44067.67,4,0,2,44084,C,15,RCP,0,194.3460834,2,3.753,6.968
pipe,44090.67,7.1,0,2,44077,C,48,RCP,0,237.8154487,4,3.744,13.208
pipe,44040.67,1.25,0,0,44088,C,15,PE,0,12.08101265,1,3.709,6.9144
pipe,44095.71,3.6,0,2,39846,C,30,RCP,23017,125.1227558,1,3.706,22.6064
structure,43871.67,2,8,2,44083,C,15,RCP,0,259.1214835,3,3.755,9.2016
structure,43871.67,1.8,8,2,44083,C,15,RCP,0,39.87569862,3,3.755,9.2016
structure,43871.67,1.2,8,2,44084,C,18,PE,0,277.2423285,2,3.75,7.0104
pipe,44460.67,5,0,2,44084,C,15,RCP,0,209.7613289,2,3.755,16.3664
pipe,44104.67,5,0,2,43940,C,15,RCP,0,126.1197485,1,3.76,6.968
structure,43277.67,7.2,8,3,42934,R,48,RCP,12055,11.53220624,1,3.721,7.854
structure,43277.67,6.4,8,3,44105,C,30,RCP,44105,30.08849755,1,3.789,7.854
structure,43843.71,6,0,2,44006,C,36,RCP,0,37.33890133,2,3.74,2.72
pipe,43903.67,0,0,8,44006,C,15,RCP,0,51.28033726,1,3.74,4.752
structure,44054.67,5.6,6,0,44110,C,24,CMP,0,37.79485256,1,3.771,4.0656
structure,44054.67,3,6,0,44112,C,24,RCP,0,129.7386418,2,3.697,2.5872
pipe,44113.71,8.5,0,2,44112,C,24,RCP,0,112.4164367,2,3.697,27.9456
pipe,44111.71,4,0,2,44116,C,24,CMP,0,32.70479405,2,3.717,8.0936
structure,43873.71,3.2,0,2,44118,C,15,RCP,0,25.78503001,3,3.701,15.6704
structure,43873.71,3.2,0,2,44118,C,15,RCP,0,25.78503001,3,3.701,15.6704
structure,43873.67,3.1,0,8,44118,C,15,RCP,0,32.51595634,3,3.701,2.72
pipe,44126.71,6.4,0,2,44118,C,24,RCP,0,209.6413839,3,3.701,20.384
pipe,44137.71,2.5,0,2,44124,C,15,RCP,0,24.03168682,3,3.761,14.7392
pipe,44124.71,2,0,2,44134,C,12,PE,0,291.5982873,2,3.762,1.472
pipe,44124.71,2,0,2,44134,C,12,PE,0,141.4500339,2,3.762,21.5644
pipe,44123.71,2,6,2,44134,C,15,RCP,0,112.3735879,1,3.855,9.2256
structure,44200.71,3.4,0,2,44140,C,18,RCP,44140,26.88009025,1,3.919,28.7408
structure,44200.71,5.3,0,2,40613,C,24,RCP,0,25.22284335,4,3.734,9.3104
pipe,44201.71,5.5,0,2,44148,C,15,RCP,0,277.3304426,2,3.746,7.6112
pipe,44201.71,4.5,0,2,44148,C,15,RCP,0,65.25951976,2,3.748,22.2656
pipe,44152.71,3,8,8,44153,C,15,RCP,0,38.0374266,2,3.736,12.2688
pipe,43853.67,12.45,6,0,43860,C,24,RCP,0,53.88879849,2,3.708,15.5376
pipe,44151.71,7,0,2,44145,C,54,RCP,0,276.18656,1,3.759,13.208
structure,44341.67,3,0,2,44148,C,15,CMP,0,18.83251458,3,3.749,2.576
structure,44384.67,3,0,2,44148,C,15,CMP,0,24.02580547,3,3.748,23.7
structure,44341.67,3,0,2,44151,C,15,CMP,0,21.98793922,3,3.748,21.3344
structure,44341.67,3,0,2,44151,C,15,RCP,0,17.23322051,3,3.748,1.472
pipe,44175.71,1.8,0,2,44154,C,18,RCP,0,212.1710475,3,3.752,3.036
structure,44468.67,4,0,2,44159,C,12,PE,0,19.46740629,3,3.746,10.4864
pipe,44181.71,8,0,2,44174,C,15,RCP,0,26.91817623,2,3.768,12.8576
pipe,44181.71,8,0,2,44174,C,36,RCP,0,51.50698651,2,3.768,0
pipe,44174.67,5,6,2,43872,C,15,RCP,0,87.73736333,2,3.694,18.9104
structure,43801.71,3.3,0,2,44172,C,18,RCP,0,118.3384907,1,3.764,4.232
pipe,44200.71,4.5,0,2,43923,C,15,RCP,0,123.9520319,4,3.717,19.1984
pipe,44208.71,11,0,2,44182,C,15,RCP,0,133.8350979,2,3.784,9.9384
pipe,44155.71,3,6,8,44316,C,18,RCP,0,30.09019457,1,3.88,7.2416
pipe,44169.67,3.5,6,0,44207,C,30,RCP,30046,47.92932429,4,3.717,12.768
pipe,44181.67,4,6,8,44210,C,15,RCP,0,42.47624522,2,3.8,7.2416
structure,43949.67,6,0,2,44218,C,15,RCP,0,22.18608421,2,3.715,2.312
pipe,44236.71,3,6,3,44230,C,18,RCP,0,128.8252326,4,3.746,29.7
structure,43193.67,8,8,2,44222,C,12,PE,0,15.07342784,1,3.787,5.9024
pipe,44246.67,4.2,0,2,44245,C,15,RCP,0,144.0016048,2,3.805,14.0768
pipe,44250.67,3.5,0,2,44237,C,36,RCP,0,18.06527532,2,3.705,7.6112
pipe,44250.67,2.5,0,2,44237,C,15,CMP,0,49.63909648,3,3.706,7.6112
pipe,44250.67,5,0,2,44237,C,24,RCP,0,27.93073882,2,3.706,0
pipe,44246.67,3.5,0,2,44083,C,15,RCP,0,33.41321073,2,3.796,16.3664
pipe,44236.71,4,0,2,40974,C,24,RCP,38724,13.46577216,1,3.791,9.0944
pipe,44187.67,6,8,8,44257,C,15,RCP,0,63.72447121,3,3.685,18.2784
pipe,44250.67,2.5,0,2,44245,C,24,PE,0,71.98982704,1,3.787,1.472
pipe,44246.67,3.5,0,2,44083,C,15,RCP,0,72.8967504,2,3.796,9.4976
pipe,44251.67,3,8,2,44252,C,18,CMP,0,50.66107056,1,3.708,10.224
pipe,44251.67,3.5,0,2,44307,C,15,RCP,0,216.2272594,2,3.784,17.264
pipe,44049.71,3,0,2,44343,C,18,RCP,0,37.47770698,2,3.701,14.432
pipe,44187.67,7,0,2,44257,C,15,RCP,0,56.24013275,3,3.685,5.6816
structure,43381.67,11.6,10,2,44264,C,30,RCP,0,374.7601638,1,3.895,8.832
pipe,44294.67,3,0,2,43977,C,15,RCP,0,172.5373227,2,3.697,13.7456
pipe,44294.67,3,0,2,43977,C,18,RCP,0,26.59811229,2,3.697,12.8576
pipe,44294.67,2.5,0,2,43977,C,18,RCP,0,117.0310265,2,3.697,15.704
pipe,44294.67,2.5,0,2,43977,C,18,RCP,0,84.91344868,2,3.697,18.9104
structure,43055.67,4.7,10,2,44259,C,12,PE,0,167.4054082,2,3.887,26.468
structure,43055.21,5.7,10,2,44259,C,12,PE,0,159.1569889,1,3.887,7.544
structure,43055.21,6,10,2,44259,C,12,PE,0,150.6377875,1,3.887,7.544
structure,43055.67,8.4,10,2,44259,C,12,PE,0,186.5902651,2,3.882,8.832
pipe,43906.67,6.7,0,2,44011,C,36,RCP,0,75.60819616,4,3.779,11.0192
pipe,43906.67,6.33,6,0,44011,C,24,RCP,0,90.1436772,4,3.779,12.4872
structure,43955.67,7.3,8,2,44286,C,15,RCP,0,113.9190479,4,3.89,28.496
structure,44277.71,3,0,2,44295,C,18,RCP,0,18.59169373,3,3.736,9.0248
structure,44096.67,9.6,8,2,44305,C,15,RCP,0,26.94821074,2,3.78,8.1696
structure,44096.67,6.7,8,2,44305,C,15,RCP,0,275.009729,2,3.78,5.4944
pipe,44358.67,5,0,3,44330,C,48,RCP,43724,102.7578643,1,3.793,4.212
pipe,44341.67,3,0,2,44333,C,24,RCP,0,30.541487,1,3.819,16.6208
structure,44225.67,2,8,2,44314,C,15,RCP,0,5.941765117,3,3.788,9.2016
structure,44225.67,1.25,8,2,44314,C,15,RCP,0,16.93712767,2,3.788,7.0104
structure,43826.71,8.7,0,2,44329,C,18,RCP,0,130.9370613,3,3.709,5.148
structure,43826.71,12,0,2,44329,C,18,RCP,0,105.3756073,3,3.709,3.312
structure,42961.67,4.4,6,2,44344,C,18,RCP,0,32.25195978,1,3.672,3.3728
structure,43859.67,7.6,6,2,44344,C,15,RCP,0,32.47420126,1,3.669,29.264
structure,43859.67,8.7,6,2,44344,C,15,RCP,0,117.8654352,1,3.669,5.5488
structure,43859.67,8.7,6,2,44344,C,18,RCP,0,137.7819099,1,3.669,7.5072
structure,43859.67,7.9,6,2,44344,C,18,RCP,0,17.68791637,1,3.669,17.36
structure,43795.71,5,6,0,44344,C,24,RCP,0,214.0908241,1,3.669,20.5368
structure,43795.71,0,0,0,44344,C,15,RCP,0,63.13215276,1,3.672,2.838
structure,43795.71,3,0,0,44348,C,12,RCP,0,25.92950865,1,3.671,14.964
pipe,44047.67,6,6,0,43992,C,24,RCP,0,123.9794929,2,3.739,11.3256
pipe,44125.71,4,0,2,44403,C,48,RCP,0,48.92563265,4,3.821,10.088
pipe,44418.67,5,0,2,44250,C,30,RCP,0,109.3192339,2,3.853,4.5008
structure,44111.67,8,0,2,44436,C,30,RCP,43013,111.042531,4,3.819,21.008
structure,44111.67,9.5,0,2,44438,R,72,RCP,42736,112.5992224,4,3.838,8.1696
pipe,44111.67,10.5,0,2,44431,C,24,RCP,0,125.5403722,3,3.808,26.8176
pipe,44452.67,2,8,8,43964,C,15,CMP,0,19.37016161,1,3.756,18.1232
structure,43846.71,9,6,2,44454,C,15,RCP,0,178.5855863,4,3.848,17.6136
structure,44497.71,6,6,2,44454,C,15,RCP,0,177.8761058,4,3.848,16.4312
pipe,44258.71,2.5,0,2,44484,C,15,RCP,0,40.48773183,1,3.749,19.1984
pipe,44384.67,3,10,8,44494,C,12,RCP,0,44.61485843,4,3.829,31.7424
connectivity,44355.71,1.5,0,2,44349,C,15,RCP,0,25.06166551,1,3.854,16.9936
